Batsman Name,Team,Dots,Singles,Doubles,Triples,Fours,Sixes,Runs,Deliveries,Opposition Team,Career Average,Match ID,Match Date,Match Year,Venue,,
Aftab Ahmed,Bangladesh,8,4,1,0,0,0,6,13,Zimbabwe,24.73,2398,Aug-06-2006,2006,Harare,,
Shakib Al Hasan,Bangladesh,29,14,4,0,2,0,30,49,Zimbabwe,34.77,2398,Aug-06-2006,2006,Harare,,
KO Otieno,Kenya,9,1,0,0,0,0,1,10,Bangladesh,18.5,2402,Aug-12-2006,2006,Nairobi (Gym),,
MA Ouma,Kenya,5,0,0,0,0,0,0,5,Bangladesh,7.05,2402,Aug-12-2006,2006,Nairobi (Gym),,
JK Kamande,Kenya,36,5,0,0,0,0,5,41,Bangladesh,9.22,2402,Aug-12-2006,2006,Nairobi (Gym),,
SO Tikolo,Kenya,32,5,1,0,10,0,47,48,Bangladesh,28.75,2402,Aug-12-2006,2006,Nairobi (Gym),,
HS Modi,Kenya,37,12,1,0,2,0,22,52,Bangladesh,31.38,2402,Aug-12-2006,2006,Nairobi (Gym),,
CO Obuya,Kenya,32,7,0,0,1,1,17,41,Bangladesh,28.16,2402,Aug-12-2006,2006,Nairobi (Gym),,
T Mishra,Kenya,34,11,1,0,4,1,35,51,Bangladesh,15.13,2402,Aug-12-2006,2006,Nairobi (Gym),,
TM Odoyo,Kenya,12,3,2,0,0,0,7,17,Bangladesh,9.5,2402,Aug-12-2006,2006,Nairobi (Gym),,
NN Odhiambo,Kenya,11,5,2,0,0,0,9,18,Bangladesh,9.66,2402,Aug-12-2006,2006,Nairobi (Gym),,
PJ Ongondo,Kenya,8,5,0,0,1,0,9,14,Bangladesh,4.66,2402,Aug-12-2006,2006,Nairobi (Gym),,
HA Varaiya,Kenya,1,2,0,0,0,0,2,3,Bangladesh,51,2402,Aug-12-2006,2006,Nairobi (Gym),,
Rajin Saleh,Bangladesh,43,6,3,1,1,0,19,54,Kenya,23.92,2402,Aug-12-2006,2006,Nairobi (Gym),,
Shahriar Nafees,Bangladesh,7,3,0,0,1,0,7,11,Kenya,31.44,2402,Aug-12-2006,2006,Nairobi (Gym),,
Aftab Ahmed,Bangladesh,8,2,0,0,3,0,14,13,Kenya,24.73,2402,Aug-12-2006,2006,Nairobi (Gym),,
Shakib Al Hasan,Bangladesh,17,8,0,0,3,0,20,28,Kenya,34.77,2402,Aug-12-2006,2006,Nairobi (Gym),,
Mohammad Ashraful,Bangladesh,18,11,1,0,12,1,67,43,Kenya,22.23,2402,Aug-12-2006,2006,Nairobi (Gym),,
Farhad Reza,Bangladesh,23,4,1,0,7,0,34,35,Kenya,8,2402,Aug-12-2006,2006,Nairobi (Gym),,
KO Otieno,Kenya,15,1,0,0,1,0,5,17,Bangladesh,18.5,2403,Aug-13-2006,2006,Nairobi (Gym),,
MA Ouma,Kenya,19,5,3,1,3,0,26,31,Bangladesh,7.05,2403,Aug-13-2006,2006,Nairobi (Gym),,
JK Kamande,Kenya,16,3,0,0,0,0,3,19,Bangladesh,9.22,2403,Aug-13-2006,2006,Nairobi (Gym),,
SO Tikolo,Kenya,5,0,0,0,0,0,0,5,Bangladesh,28.75,2403,Aug-13-2006,2006,Nairobi (Gym),,
HS Modi,Kenya,4,1,0,0,0,0,1,5,Bangladesh,31.38,2403,Aug-13-2006,2006,Nairobi (Gym),,
CO Obuya,Kenya,5,1,0,0,0,0,1,6,Bangladesh,28.16,2403,Aug-13-2006,2006,Nairobi (Gym),,
T Mishra,Kenya,22,8,1,1,1,0,17,33,Bangladesh,15.13,2403,Aug-13-2006,2006,Nairobi (Gym),,
TM Odoyo,Kenya,57,26,3,0,7,4,84,97,Bangladesh,9.5,2403,Aug-13-2006,2006,Nairobi (Gym),,
NN Odhiambo,Kenya,19,3,1,1,1,1,18,26,Bangladesh,9.66,2403,Aug-13-2006,2006,Nairobi (Gym),,
PJ Ongondo,Kenya,28,7,3,0,0,0,13,38,Bangladesh,4.66,2403,Aug-13-2006,2006,Nairobi (Gym),,
JS Ababu,Kenya,5,0,0,0,0,0,0,5,Bangladesh,5.6,2403,Aug-13-2006,2006,Nairobi (Gym),,
Rajin Saleh,Bangladesh,16,3,0,0,0,0,3,19,Kenya,23.92,2403,Aug-13-2006,2006,Nairobi (Gym),,
Shahriar Nafees,Bangladesh,24,6,2,0,2,0,18,34,Kenya,31.44,2403,Aug-13-2006,2006,Nairobi (Gym),,
Aftab Ahmed,Bangladesh,50,11,1,1,4,1,38,68,Kenya,24.73,2403,Aug-13-2006,2006,Nairobi (Gym),,
Shakib Al Hasan,Bangladesh,6,1,2,0,2,0,13,11,Kenya,34.77,2403,Aug-13-2006,2006,Nairobi (Gym),,
Mohammad Ashraful,Bangladesh,7,2,0,0,1,0,6,10,Kenya,22.23,2403,Aug-13-2006,2006,Nairobi (Gym),,
Farhad Reza,Bangladesh,12,3,0,0,3,0,15,18,Kenya,8,2403,Aug-13-2006,2006,Nairobi (Gym),,
Khaled Mashud,Bangladesh,37,6,0,1,1,0,13,45,Kenya,21.9,2403,Aug-13-2006,2006,Nairobi (Gym),,
Mohammad Rafique,Bangladesh,7,0,0,0,0,0,0,7,Kenya,13.38,2403,Aug-13-2006,2006,Nairobi (Gym),,
Mashrafe Mortaza,Bangladesh,30,15,2,0,6,0,43,53,Kenya,14.77,2403,Aug-13-2006,2006,Nairobi (Gym),,
Abdur Razzak,Bangladesh,17,4,0,0,1,1,14,23,Kenya,13.43,2403,Aug-13-2006,2006,Nairobi (Gym),,
KO Otieno,Kenya,1,0,0,0,0,0,0,1,Bangladesh,18.5,2404,Aug-15-2006,2006,Nairobi (Gym),,
MA Ouma,Kenya,33,8,1,0,1,0,14,43,Bangladesh,7.05,2404,Aug-15-2006,2006,Nairobi (Gym),,
ML Patel,Kenya,40,13,1,0,0,0,15,54,Bangladesh,8.4,2404,Aug-15-2006,2006,Nairobi (Gym),,
SO Tikolo,Kenya,11,2,2,0,2,0,14,17,Bangladesh,28.75,2404,Aug-15-2006,2006,Nairobi (Gym),,
T Mishra,Kenya,8,4,0,0,2,0,12,14,Bangladesh,15.13,2404,Aug-15-2006,2006,Nairobi (Gym),,
TM Odoyo,Kenya,39,17,1,0,1,1,29,59,Bangladesh,9.5,2404,Aug-15-2006,2006,Nairobi (Gym),,
CO Obuya,Kenya,8,2,1,0,1,0,8,12,Bangladesh,28.16,2404,Aug-15-2006,2006,Nairobi (Gym),,
BJ Patel,Kenya,7,1,0,0,0,0,1,8,Bangladesh,7.46,2404,Aug-15-2006,2006,Nairobi (Gym),,
NN Odhiambo,Kenya,2,0,0,0,0,0,0,2,Bangladesh,9.66,2404,Aug-15-2006,2006,Nairobi (Gym),,
PJ Ongondo,Kenya,25,8,0,0,0,1,14,34,Bangladesh,4.66,2404,Aug-15-2006,2006,Nairobi (Gym),,
JS Ababu,Kenya,4,0,0,0,0,0,0,4,Bangladesh,5.6,2404,Aug-15-2006,2006,Nairobi (Gym),,
Shahriar Nafees,Bangladesh,16,2,0,0,4,0,18,22,Kenya,31.44,2404,Aug-15-2006,2006,Nairobi (Gym),,
Mohammad Ashraful,Bangladesh,16,3,2,0,2,0,15,23,Kenya,22.23,2404,Aug-15-2006,2006,Nairobi (Gym),,
Aftab Ahmed,Bangladesh,6,1,0,0,1,0,5,8,Kenya,24.73,2404,Aug-15-2006,2006,Nairobi (Gym),,
Tushar Imran,Bangladesh,11,2,0,0,0,0,2,13,Kenya,14.35,2404,Aug-15-2006,2006,Nairobi (Gym),,
Shakib Al Hasan,Bangladesh,42,6,0,1,4,0,25,53,Kenya,34.77,2404,Aug-15-2006,2006,Nairobi (Gym),,
Farhad Reza,Bangladesh,35,3,2,0,7,1,41,48,Kenya,8,2404,Aug-15-2006,2006,Nairobi (Gym),,
ME Trescothick,England,22,2,0,0,1,0,6,25,Pakistan,37.37,2409,Sep-02-2006,2006,Lord's,,
AJ Strauss,England,1,0,0,0,0,0,0,1,Pakistan,35.63,2409,Sep-02-2006,2006,Lord's,,
IR Bell,England,16,3,1,0,1,0,9,21,Pakistan,37.87,2409,Sep-02-2006,2006,Lord's,,
KP Pietersen,England,16,7,1,0,2,0,17,26,Pakistan,40.73,2409,Sep-02-2006,2006,Lord's,,
PD Collingwood,England,35,15,4,0,3,0,35,57,Pakistan,35.36,2409,Sep-02-2006,2006,Lord's,,
JWM Dalrymple,England,16,3,1,0,2,0,13,22,Pakistan,20,2409,Sep-02-2006,2006,Lord's,,
R Clarke,England,22,19,1,2,3,0,39,47,Pakistan,11.07,2409,Sep-02-2006,2006,Lord's,,
CMW Read,England,13,12,2,0,2,1,30,30,Pakistan,17.64,2409,Sep-02-2006,2006,Lord's,,
D Gough,England,1,1,0,0,0,0,1,2,Pakistan,12.42,2409,Sep-02-2006,2006,Lord's,,
J Lewis,England,0,2,0,0,0,0,2,2,Pakistan,8.33,2409,Sep-02-2006,2006,Lord's,,
SCJ Broad,England,2,1,0,0,0,0,1,3,Pakistan,12.43,2409,Sep-02-2006,2006,Lord's,,
Shoaib Malik,Pakistan,18,4,0,2,0,0,10,24,England,32.67,2409,Sep-02-2006,2006,Lord's,,
Mohammad Hafeez,Pakistan,4,1,0,0,0,0,1,5,England,31.1,2409,Sep-02-2006,2006,Lord's,,
Younis Khan,Pakistan,66,10,3,1,9,0,55,89,England,31.34,2409,Sep-02-2006,2006,Lord's,,
Mohammad Yousuf,Pakistan,46,28,3,1,3,0,49,81,England,41.71,2409,Sep-02-2006,2006,Lord's,,
Inzamam-ul-Haq,Pakistan,6,11,1,3,5,0,42,26,England,39.52,2409,Sep-02-2006,2006,Lord's,,
ME Trescothick,England,1,0,0,0,0,0,0,1,Pakistan,37.37,2410,Sep-05-2006,2006,Southampton,,
AJ Strauss,England,25,9,3,1,8,0,50,46,Pakistan,35.63,2410,Sep-05-2006,2006,Southampton,,
IR Bell,England,41,17,2,3,3,0,42,66,Pakistan,37.87,2410,Sep-05-2006,2006,Southampton,,
KP Pietersen,England,12,6,1,0,3,0,20,22,Pakistan,40.73,2410,Sep-05-2006,2006,Southampton,,
PD Collingwood,England,26,24,4,3,5,0,61,62,Pakistan,35.36,2410,Sep-05-2006,2006,Southampton,,
JWM Dalrymple,England,42,21,9,1,5,0,62,78,Pakistan,20,2410,Sep-05-2006,2006,Southampton,,
R Clarke,England,1,0,0,0,0,0,0,1,Pakistan,11.07,2410,Sep-05-2006,2006,Southampton,,
CMW Read,England,7,9,2,0,2,0,21,20,Pakistan,17.64,2410,Sep-05-2006,2006,Southampton,,
SI Mahmood,England,0,0,0,0,0,0,0,0,Pakistan,7.72,2410,Sep-05-2006,2006,Southampton,,
J Lewis,England,1,1,1,0,1,0,7,4,Pakistan,8.33,2410,Sep-05-2006,2006,Southampton,,
SCJ Broad,England,1,0,0,0,0,0,0,1,Pakistan,12.43,2410,Sep-05-2006,2006,Southampton,,
Shoaib Malik,Pakistan,3,1,0,0,0,0,1,4,England,32.67,2410,Sep-05-2006,2006,Southampton,,
Mohammad Hafeez,Pakistan,11,4,1,0,2,1,20,19,England,31.1,2410,Sep-05-2006,2006,Southampton,,
Younis Khan,Pakistan,57,33,5,0,13,1,101,109,England,31.34,2410,Sep-05-2006,2006,Southampton,,
Mohammad Yousuf,Pakistan,62,32,4,0,5,0,60,103,England,41.71,2410,Sep-05-2006,2006,Southampton,,
Inzamam-ul-Haq,Pakistan,9,18,1,0,3,2,44,33,England,39.52,2410,Sep-05-2006,2006,Southampton,,
Shahid Afridi,Pakistan,3,0,0,0,0,0,0,3,England,23.57,2410,Sep-05-2006,2006,Southampton,,
Abdul Razzaq,Pakistan,6,10,1,0,1,0,16,18,England,29.7,2410,Sep-05-2006,2006,Southampton,,
Kamran Akmal,Pakistan,1,0,0,0,0,0,0,1,England,26.18,2410,Sep-05-2006,2006,Southampton,,
Naved-ul-Hasan,Pakistan,5,1,1,0,1,0,7,8,England,15.87,2410,Sep-05-2006,2006,Southampton,,
Shoaib Akhtar,Pakistan,0,2,0,0,0,0,2,2,England,8.95,2410,Sep-05-2006,2006,Southampton,,
Mohammad Hafeez,Pakistan,6,0,0,0,2,0,8,8,England,31.1,2411,Sep-08-2006,2006,Nottingham,,
Shahid Afridi,Pakistan,16,7,1,0,2,1,23,27,England,23.57,2411,Sep-08-2006,2006,Nottingham,,
Younis Khan,Pakistan,6,0,0,0,0,0,0,6,England,31.34,2411,Sep-08-2006,2006,Nottingham,,
Mohammad Yousuf,Pakistan,56,21,2,0,1,0,29,80,England,41.71,2411,Sep-08-2006,2006,Nottingham,,
Inzamam-ul-Haq,Pakistan,29,19,2,0,6,0,47,56,England,39.52,2411,Sep-08-2006,2006,Nottingham,,
Shoaib Malik,Pakistan,2,0,0,0,0,0,0,2,England,32.67,2411,Sep-08-2006,2006,Nottingham,,
Abdul Razzaq,Pakistan,38,23,1,0,5,5,75,72,England,29.7,2411,Sep-08-2006,2006,Nottingham,,
Kamran Akmal,Pakistan,13,8,1,0,0,0,10,22,England,26.18,2411,Sep-08-2006,2006,Nottingham,,
Shoaib Akhtar,Pakistan,15,2,1,0,0,1,10,19,England,8.95,2411,Sep-08-2006,2006,Nottingham,,
Naved-ul-Hasan,Pakistan,4,1,2,0,1,0,9,8,England,15.87,2411,Sep-08-2006,2006,Nottingham,,
AJ Strauss,England,60,23,6,1,10,0,78,100,Pakistan,35.63,2411,Sep-08-2006,2006,Nottingham,,
EC Joyce,England,16,5,0,0,2,0,13,23,Pakistan,33.75,2411,Sep-08-2006,2006,Nottingham,,
IR Bell,England,60,36,5,0,10,0,86,111,Pakistan,37.87,2411,Sep-08-2006,2006,Nottingham,,
KP Pietersen,England,28,13,0,0,7,0,41,48,Pakistan,40.73,2411,Sep-08-2006,2006,Nottingham,,
Mohammad Hafeez,Pakistan,34,6,0,0,3,0,18,43,England,31.1,2412,Sep-10-2006,2006,Birmingham,,
Imran Farhat,Pakistan,28,10,1,1,0,0,15,40,England,30.69,2412,Sep-10-2006,2006,Birmingham,,
Shahid Afridi,Pakistan,6,0,1,0,0,0,2,7,England,23.57,2412,Sep-10-2006,2006,Birmingham,,
Younis Khan,Pakistan,47,27,2,0,4,0,47,80,England,31.34,2412,Sep-10-2006,2006,Birmingham,,
Mohammad Yousuf,Pakistan,13,2,0,1,0,1,11,17,England,41.71,2412,Sep-10-2006,2006,Birmingham,,
Inzamam-ul-Haq,Pakistan,4,2,0,0,0,0,2,6,England,39.52,2412,Sep-10-2006,2006,Birmingham,,
Abdul Razzaq,Pakistan,20,5,0,0,0,0,5,25,England,29.7,2412,Sep-10-2006,2006,Birmingham,,
Kamran Akmal,Pakistan,4,2,1,0,0,0,4,7,England,26.18,2412,Sep-10-2006,2006,Birmingham,,
Naved-ul-Hasan,Pakistan,18,6,1,0,0,0,8,25,England,15.87,2412,Sep-10-2006,2006,Birmingham,,
Iftikhar Anjum,Pakistan,27,10,0,0,1,0,14,38,England,15.6,2412,Sep-10-2006,2006,Birmingham,,
Mohammad Asif,Pakistan,9,4,0,0,0,0,4,13,England,3.77,2412,Sep-10-2006,2006,Birmingham,,
AJ Strauss,England,30,3,0,0,8,0,35,41,Pakistan,35.63,2412,Sep-10-2006,2006,Birmingham,,
EC Joyce,England,4,0,0,0,2,0,8,6,Pakistan,33.75,2412,Sep-10-2006,2006,Birmingham,,
IR Bell,England,8,2,0,0,0,0,2,10,Pakistan,37.87,2412,Sep-10-2006,2006,Birmingham,,
KP Pietersen,England,19,7,0,1,6,0,34,33,Pakistan,40.73,2412,Sep-10-2006,2006,Birmingham,,
PD Collingwood,England,23,4,3,0,3,0,22,33,Pakistan,35.36,2412,Sep-10-2006,2006,Birmingham,,
JWM Dalrymple,England,3,0,0,0,0,0,0,3,Pakistan,20,2412,Sep-10-2006,2006,Birmingham,,
MH Yardy,England,23,5,2,1,0,0,12,31,Pakistan,32,2412,Sep-10-2006,2006,Birmingham,,
CMW Read,England,5,0,0,0,1,0,4,6,Pakistan,17.64,2412,Sep-10-2006,2006,Birmingham,,
SI Mahmood,England,18,0,3,0,4,0,22,25,Pakistan,7.72,2412,Sep-10-2006,2006,Birmingham,,
PA Jaques,Australia,8,2,0,0,0,0,2,10,West Indies,20.83,2413,Sep-12-2006,2006,Kuala Lumpur,,
SM Katich,Australia,46,18,1,0,4,0,36,69,West Indies,35.78,2413,Sep-12-2006,2006,Kuala Lumpur,,
RT Ponting,Australia,31,8,5,0,9,0,54,53,West Indies,42.03,2413,Sep-12-2006,2006,Kuala Lumpur,,
MJ Clarke,Australia,33,30,6,1,9,0,81,79,West Indies,44.58,2413,Sep-12-2006,2006,Kuala Lumpur,,
MJ Cosgrove,Australia,20,12,1,0,5,0,34,38,West Indies,42.32,2413,Sep-12-2006,2006,Kuala Lumpur,,
SR Watson,Australia,13,2,0,0,0,0,2,15,West Indies,40.61,2413,Sep-12-2006,2006,Kuala Lumpur,,
BJ Haddin,Australia,7,7,2,0,3,0,23,19,West Indies,31.53,2413,Sep-12-2006,2006,Kuala Lumpur,,
MG Johnson,Australia,2,3,1,0,1,1,15,8,West Indies,16.11,2413,Sep-12-2006,2006,Kuala Lumpur,,
NW Bracken,Australia,2,1,0,0,0,0,1,3,West Indies,11.7,2413,Sep-12-2006,2006,Kuala Lumpur,,
DJ Cullen,Australia,1,2,0,0,0,0,2,3,West Indies,-,2413,Sep-12-2006,2006,Kuala Lumpur,,
GD McGrath,Australia,2,1,0,0,0,0,1,3,West Indies,3.83,2413,Sep-12-2006,2006,Kuala Lumpur,,
CH Gayle,West Indies,22,12,3,0,7,2,58,46,Australia,37.33,2413,Sep-12-2006,2006,Kuala Lumpur,,
S Chanderpaul,West Indies,49,15,4,0,10,4,92,83,Australia,41.6,2413,Sep-12-2006,2006,Kuala Lumpur,,
RR Sarwan,West Indies,36,8,1,0,3,0,22,48,Australia,42.67,2413,Sep-12-2006,2006,Kuala Lumpur,,
BC Lara,West Indies,2,1,0,0,0,0,1,3,Australia,40.48,2413,Sep-12-2006,2006,Kuala Lumpur,,
DJ Bravo,West Indies,5,4,0,0,1,0,8,10,Australia,25.36,2413,Sep-12-2006,2006,Kuala Lumpur,,
WW Hinds,West Indies,1,2,0,0,0,0,2,3,Australia,28.51,2413,Sep-12-2006,2006,Kuala Lumpur,,
DR Smith,West Indies,7,2,0,0,0,0,2,9,Australia,18.57,2413,Sep-12-2006,2006,Kuala Lumpur,,
CS Baugh,West Indies,5,0,0,0,0,0,0,5,Australia,20.08,2413,Sep-12-2006,2006,Kuala Lumpur,,
IDR Bradshaw,West Indies,1,0,0,0,0,0,0,1,Australia,12.47,2413,Sep-12-2006,2006,Kuala Lumpur,,
JE Taylor,West Indies,1,0,0,0,0,0,0,1,Australia,8.75,2413,Sep-12-2006,2006,Kuala Lumpur,,
FH Edwards,West Indies,1,2,0,0,0,0,2,3,Australia,9.12,2413,Sep-12-2006,2006,Kuala Lumpur,,
R Dravid,India,23,10,2,0,3,0,26,38,West Indies,39.16,2414,Sep-14-2006,2006,Kuala Lumpur,,
SR Tendulkar,India,80,41,9,0,13,5,141,148,West Indies,44.83,2414,Sep-14-2006,2006,Kuala Lumpur,,
IK Pathan,India,36,20,4,0,6,2,64,68,West Indies,23.39,2414,Sep-14-2006,2006,Kuala Lumpur,,
V Sehwag,India,6,3,0,0,0,1,9,10,West Indies,35.05,2414,Sep-14-2006,2006,Kuala Lumpur,,
MS Dhoni,India,8,2,0,0,0,0,2,10,West Indies,52.46,2414,Sep-14-2006,2006,Kuala Lumpur,,
SK Raina,India,11,10,4,0,4,0,34,29,West Indies,36.16,2414,Sep-14-2006,2006,Kuala Lumpur,,
M Kaif,India,1,1,0,0,0,0,1,2,West Indies,32.01,2414,Sep-14-2006,2006,Kuala Lumpur,,
CH Gayle,West Indies,20,4,1,1,9,0,45,35,India,37.33,2414,Sep-14-2006,2006,Kuala Lumpur,,
S Chanderpaul,West Indies,7,2,0,0,1,0,6,10,India,41.6,2414,Sep-14-2006,2006,Kuala Lumpur,,
RR Sarwan,West Indies,34,7,1,0,7,0,37,49,India,42.67,2414,Sep-14-2006,2006,Kuala Lumpur,,
BC Lara,West Indies,21,3,1,0,4,1,27,30,India,40.48,2414,Sep-14-2006,2006,Kuala Lumpur,,
T Duffin,Zimbabwe,18,3,0,0,0,0,3,21,South Africa,23.73,2415,Sep-15-2006,2006,Bloemfontein,,
V Sibanda,Zimbabwe,55,12,2,1,8,0,51,78,South Africa,24.45,2415,Sep-15-2006,2006,Bloemfontein,,
CJ Chibhabha,Zimbabwe,43,13,3,2,3,0,37,64,South Africa,23,2415,Sep-15-2006,2006,Bloemfontein,,
H Masakadza,Zimbabwe,24,11,2,1,2,1,32,41,South Africa,27.96,2415,Sep-15-2006,2006,Bloemfontein,,
BRM Taylor,Zimbabwe,16,6,0,1,0,0,9,23,South Africa,34.82,2415,Sep-15-2006,2006,Bloemfontein,,
S Matsikenyeri,Zimbabwe,9,4,2,1,0,0,11,16,South Africa,22.01,2415,Sep-15-2006,2006,Bloemfontein,,
E Chigumbura,Zimbabwe,16,8,5,0,2,0,26,31,South Africa,24.94,2415,Sep-15-2006,2006,Bloemfontein,,
P Utseya,Zimbabwe,13,10,0,0,1,0,14,24,South Africa,16.89,2415,Sep-15-2006,2006,Bloemfontein,,
T Mupariwa,Zimbabwe,2,2,0,0,0,0,2,4,South Africa,8.76,2415,Sep-15-2006,2006,Bloemfontein,,
LE Bosman,South Africa,9,2,0,1,0,0,5,12,Zimbabwe,24.84,2415,Sep-15-2006,2006,Bloemfontein,,
HH Dippenaar,South Africa,72,36,13,1,5,0,85,127,Zimbabwe,42.23,2415,Sep-15-2006,2006,Bloemfontein,,
HH Gibbs,South Africa,3,0,1,0,0,0,2,4,Zimbabwe,36.13,2415,Sep-15-2006,2006,Bloemfontein,,
JH Kallis,South Africa,15,0,0,0,1,0,4,16,Zimbabwe,44.36,2415,Sep-15-2006,2006,Bloemfontein,,
JP Duminy,South Africa,38,19,5,1,7,0,60,70,Zimbabwe,39.66,2415,Sep-15-2006,2006,Bloemfontein,,
MV Boucher,South Africa,12,4,0,0,1,0,8,17,Zimbabwe,28.57,2415,Sep-15-2006,2006,Bloemfontein,,
SM Pollock,South Africa,10,8,1,0,0,1,16,20,Zimbabwe,26.45,2415,Sep-15-2006,2006,Bloemfontein,,
ML Hayden,Australia,45,25,2,0,5,0,49,77,West Indies,43.8,2417,Sep-18-2006,2006,Kuala Lumpur,,
SM Katich,Australia,12,4,1,0,4,0,22,21,West Indies,35.78,2417,Sep-18-2006,2006,Kuala Lumpur,,
SR Watson,Australia,7,0,0,0,0,0,0,7,West Indies,40.61,2417,Sep-18-2006,2006,Kuala Lumpur,,
A Symonds,Australia,15,2,1,0,1,0,8,19,West Indies,39.75,2417,Sep-18-2006,2006,Kuala Lumpur,,
MJ Clarke,Australia,7,1,0,0,0,0,1,8,West Indies,44.58,2417,Sep-18-2006,2006,Kuala Lumpur,,
MEK Hussey,Australia,31,41,5,0,10,3,109,90,West Indies,48.15,2417,Sep-18-2006,2006,Kuala Lumpur,,
BJ Haddin,Australia,39,28,3,0,3,4,70,77,West Indies,31.53,2417,Sep-18-2006,2006,Kuala Lumpur,,
B Lee,Australia,0,1,0,0,0,0,1,1,West Indies,17.81,2417,Sep-18-2006,2006,Kuala Lumpur,,
CH Gayle,West Indies,52,29,2,0,7,3,79,93,Australia,37.33,2417,Sep-18-2006,2006,Kuala Lumpur,,
S Chanderpaul,West Indies,10,0,0,0,0,0,0,10,Australia,41.6,2417,Sep-18-2006,2006,Kuala Lumpur,,
RR Sarwan,West Indies,21,5,0,0,5,0,25,31,Australia,42.67,2417,Sep-18-2006,2006,Kuala Lumpur,,
BC Lara,West Indies,36,27,5,0,11,1,87,80,Australia,40.48,2417,Sep-18-2006,2006,Kuala Lumpur,,
DJ Bravo,West Indies,31,15,4,0,2,1,37,53,Australia,25.36,2417,Sep-18-2006,2006,Kuala Lumpur,,
WW Hinds,West Indies,8,1,0,0,0,0,1,9,Australia,28.51,2417,Sep-18-2006,2006,Kuala Lumpur,,
MN Samuels,West Indies,2,0,0,0,0,0,0,2,Australia,33.31,2417,Sep-18-2006,2006,Kuala Lumpur,,
DR Smith,West Indies,2,0,0,0,1,0,4,3,Australia,18.57,2417,Sep-18-2006,2006,Kuala Lumpur,,
CS Baugh,West Indies,10,3,0,0,1,0,7,14,Australia,20.08,2417,Sep-18-2006,2006,Kuala Lumpur,,
V Sibanda,Zimbabwe,9,0,0,0,0,0,0,9,South Africa,24.45,2418,Sep-18-2006,2006,East London,,
TV Mufambisi,Zimbabwe,15,5,2,0,3,0,21,25,South Africa,30.76,2418,Sep-18-2006,2006,East London,,
CJ Chibhabha,Zimbabwe,78,15,4,1,3,0,38,101,South Africa,23,2418,Sep-18-2006,2006,East London,,
H Masakadza,Zimbabwe,11,1,0,0,1,0,5,13,South Africa,27.96,2418,Sep-18-2006,2006,East London,,
BRM Taylor,Zimbabwe,10,1,0,0,1,0,5,12,South Africa,34.82,2418,Sep-18-2006,2006,East London,,
S Matsikenyeri,Zimbabwe,13,2,0,0,3,0,14,18,South Africa,22.01,2418,Sep-18-2006,2006,East London,,
E Chigumbura,Zimbabwe,43,14,3,0,1,1,30,62,South Africa,24.94,2418,Sep-18-2006,2006,East London,,
HP Rinke,Zimbabwe,5,3,0,0,0,0,3,8,South Africa,24.71,2418,Sep-18-2006,2006,East London,,
P Utseya,Zimbabwe,19,8,3,0,1,1,24,32,South Africa,16.89,2418,Sep-18-2006,2006,East London,,
AJ Ireland,Zimbabwe,13,1,0,0,0,0,1,14,South Africa,-,2418,Sep-18-2006,2006,East London,,
EC Rainsford,Zimbabwe,3,1,0,0,0,0,1,4,South Africa,-,2418,Sep-18-2006,2006,East London,,
LE Bosman,South Africa,16,4,3,0,4,2,38,29,Zimbabwe,24.84,2418,Sep-18-2006,2006,East London,,
HH Dippenaar,South Africa,12,1,0,0,2,0,9,15,Zimbabwe,42.23,2418,Sep-18-2006,2006,East London,,
AN Petersen,South Africa,9,2,0,2,3,0,20,16,Zimbabwe,28,2418,Sep-18-2006,2006,East London,,
JH Kallis,South Africa,22,14,2,0,2,0,26,40,Zimbabwe,44.36,2418,Sep-18-2006,2006,East London,,
JP Duminy,South Africa,15,21,1,0,2,0,31,39,Zimbabwe,39.66,2418,Sep-18-2006,2006,East London,,
JM Kemp,South Africa,16,6,2,0,3,1,28,28,Zimbabwe,31.5,2418,Sep-18-2006,2006,East London,,
R Dravid,India,3,0,0,0,0,0,0,3,West Indies,39.16,2419,Sep-20-2006,2006,Kuala Lumpur,,
SR Tendulkar,India,62,29,4,0,7,0,65,102,West Indies,44.83,2419,Sep-20-2006,2006,Kuala Lumpur,,
V Sehwag,India,5,1,0,0,0,0,1,6,West Indies,35.05,2419,Sep-20-2006,2006,Kuala Lumpur,,
SK Raina,India,10,3,0,0,2,0,11,15,West Indies,36.16,2419,Sep-20-2006,2006,Kuala Lumpur,,
Yuvraj Singh,India,4,0,0,0,0,0,0,4,West Indies,36.37,2419,Sep-20-2006,2006,Kuala Lumpur,,
MS Dhoni,India,7,2,0,0,4,0,18,13,West Indies,52.46,2419,Sep-20-2006,2006,Kuala Lumpur,,
AB Agarkar,India,11,4,0,0,0,0,4,15,West Indies,14.58,2419,Sep-20-2006,2006,Kuala Lumpur,,
Harbhajan Singh,India,40,13,4,0,1,2,37,60,West Indies,13.22,2419,Sep-20-2006,2006,Kuala Lumpur,,
RP Singh,India,14,2,0,0,0,0,2,16,West Indies,10.4,2419,Sep-20-2006,2006,Kuala Lumpur,,
S Sreesanth,India,4,0,0,0,0,0,0,4,West Indies,4,2419,Sep-20-2006,2006,Kuala Lumpur,,
MM Patel,India,1,0,1,0,0,0,2,2,West Indies,6.72,2419,Sep-20-2006,2006,Kuala Lumpur,,
